label,num,weekend,weekday,h1,h2,h3,h4,ratio,h_0,h_1,h_2,h_3
2,445,747,1932,1544,2499,2716,1985,0.386625951037731,0,0,1,0
1,470,3051,7143,9016,19683,19791,17764,0.42712547773375703,0,0,1,0
9,4674,12736,34097,43991,92707,90006,61282,0.3735215018286013,0,1,0,0
1,555,4772,11060,27441,27863,24576,34714,0.43146083670129565,0,0,0,1
7,7075,9296,23791,3234,22480,50906,28763,0.3907343502402159,0,0,1,0
9,2106,6205,16297,15040,43518,41141,23805,0.3807425861042762,0,1,0,0
6,10,9,18,37,76,96,44,0.49723756906077343,0,0,1,0
2,1198,1282,3691,287,3221,3647,1589,0.3473219365500799,0,0,1,0
2,140,184,535,37,817,904,232,0.3438609605681181,0,0,1,0
7,281,1150,3242,4571,9118,10275,5631,0.354708368033065,0,0,1,0
6,15,11,22,68,82,70,47,0.4977375565610859,0,1,0,0
8,798,2786,8616,5415,21624,21460,7621,0.32334815055535565,0,1,0,0
7,46,151,360,751,787,758,741,0.4193279644543182,0,1,0,0
8,1821,4871,13321,11398,28480,28340,16073,0.3656604935027888,0,1,0,0
2,802,1978,4997,634,8073,10931,4205,0.39582958115707106,0,0,1,0
9,134,141,382,312,598,652,472,0.369013347291285,0,0,1,0
9,1721,3544,8815,3997,20121,20403,8262,0.40203741307529123,0,0,1,0
6,35,44,104,93,112,157,136,0.4226705091258406,0,0,1,0
3,2141,7173,23246,1862,46811,73869,14951,0.30856788880715474,0,0,1,0
1,685,1971,5124,6607,9131,8916,9564,0.38465291465818385,0,0,0,1
1,275,943,2249,2660,4556,4903,4358,0.4192788226401672,0,0,1,0
6,22,20,39,66,133,131,101,0.5115089514066496,0,1,0,0
9,1187,4977,12832,18643,29914,31232,27345,0.3878554562386515,0,0,1,0
1,1532,6443,17583,32012,43923,39083,38660,0.3664314028811757,0,1,0,0
8,8109,23375,58710,62089,119428,119419,86969,0.39814273864292515,0,1,0,0
6,3,0,8,0,3,4,7,0.0,0,0,0,1
3,1055,5153,12518,24244,24461,17926,30200,0.41164393957549467,0,0,0,1
6,92,111,317,313,691,910,446,0.3500473036896878,0,0,1,0
9,112,375,1074,1614,3062,3518,2199,0.34912950377059865,0,0,1,0
1,979,3879,9483,14350,17548,16430,19423,0.40904345625375665,0,0,0,1
8,543,1423,4284,3461,9044,8955,4394,0.3321584463481244,0,1,0,0
1,547,4516,11073,29335,33824,30627,35165,0.4078352042336834,0,0,0,1
9,13897,20573,61340,43417,161000,128426,56058,0.33539234530103473,0,1,0,0
8,48,55,162,48,380,385,47,0.33929673041332514,0,0,1,0
8,1169,3934,9656,24256,24190,18670,25042,0.40741085945671646,0,0,0,1
1,105,218,496,577,833,742,950,0.43942753477121543,0,0,0,1
1,546,2451,6548,9175,16705,16052,10985,0.3743070509002611,0,1,0,0
4,118,122,269,374,617,561,478,0.4533630620587142,0,1,0,0
8,465,1559,5589,986,13524,13106,1493,0.2789357857257877,0,1,0,0
1,28,47,118,191,354,405,269,0.39796782387806945,0,0,1,0
1,440,2007,4639,8454,10441,8218,10203,0.4326270181716281,0,1,0,0
1,4116,11306,28673,30422,49567,53904,52641,0.3943068590420987,0,0,1,0
9,105,191,433,580,806,896,697,0.441006695913184,0,0,1,0
1,1340,4130,10334,19192,23948,23881,24209,0.3996477680688207,0,0,0,1
1,1755,10762,26118,57977,61405,56516,74301,0.41205141262189826,0,0,0,1
6,83,58,140,191,350,448,336,0.41399000713775874,0,0,1,0
8,1079,3708,10536,12292,29220,30151,15523,0.3519328783895369,0,0,1,0
6,124,459,1327,749,2182,2622,1552,0.3458669278878758,0,0,1,0
3,92,551,1285,2373,2857,1969,3023,0.42876040775036967,0,0,0,1
7,1870,3770,9897,4754,20287,26541,11456,0.3809196633357246,0,0,1,0
4,5098,16754,41639,79299,98326,104610,98951,0.4023622028333946,0,0,1,0
3,344,1726,6528,613,16848,18860,1752,0.2643954596283758,0,0,1,0
7,186,267,755,896,1858,1911,1183,0.3535955502582439,0,0,1,0
7,2677,3836,9776,7837,14015,15194,11455,0.3923855116048322,0,0,1,0
2,41,118,299,459,802,958,674,0.39451688398528917,0,0,1,0
5,17225,21282,51433,25679,63312,63242,32486,0.41378023101854644,0,1,0,0
1,21,29,63,51,85,66,60,0.4595879556259905,0,1,0,0
5,85,46,150,149,341,416,297,0.30646235842771485,0,0,1,0
6,11,8,45,18,45,54,34,0.17738359201773835,0,0,1,0
9,175,418,1083,1746,2736,2805,2498,0.38592927707506236,0,0,1,0
7,790,1164,2677,481,1139,5379,5309,0.4347988495013261,0,0,1,0
1,556,3437,8401,18918,23224,24863,24457,0.40911309233314685,0,0,1,0
2,275,785,2682,1314,6543,6104,2164,0.2926811080869468,0,1,0,0
3,134,203,541,387,1007,1073,609,0.37516170763260026,0,0,1,0
1,1166,5066,12425,22036,30893,32162,29573,0.4077230766754392,0,0,1,0
6,37,338,830,2066,1908,2063,2357,0.407179857848452,0,0,0,1
6,184,377,1262,401,2858,3486,907,0.29870850170351004,0,0,1,0
3,989,4977,14718,11539,37485,40262,19150,0.3381550607755077,0,0,1,0
3,140,339,1148,44,2157,2315,240,0.2952704468251895,0,0,1,0
2,1735,14553,37170,122004,117118,116159,122897,0.39152437039448373,0,0,0,1
1,365,2756,7092,13692,19556,19429,18149,0.38860140155948164,0,1,0,0
1,344,528,1821,2186,3907,4060,2996,0.28993465487891934,0,0,1,0
5,3,0,6,6,11,23,13,0.0,0,0,1,0
1,696,3803,9646,19293,24508,22619,25029,0.3942525994961694,0,0,0,1
6,44,27,104,99,161,168,153,0.25936599423631124,0,0,1,0
1,136,604,1438,2202,3860,3697,3382,0.41999860927612825,0,1,0,0
6,1025,1148,3378,2845,4741,5277,3544,0.3398360024866049,0,0,1,0
8,597,2516,7714,4755,21619,19848,7291,0.3261560000518531,0,1,0,0
7,12881,15740,41677,9574,32436,69328,47618,0.3776654325756831,0,0,1,0
1,1641,5320,12828,16714,31204,34097,27323,0.4147145719163399,0,0,1,0
3,2,5,10,0,40,17,11,0.49504950495049505,0,1,0,0
2,353,1184,2826,2957,3686,3922,5669,0.4189519125296345,0,0,0,1
2,39,31,98,76,106,120,111,0.3160040774719674,0,0,1,0
1,893,4404,10782,22009,28112,29865,29971,0.4084547537121711,0,0,0,1
5,14,7,23,7,41,54,49,0.30303030303030304,0,0,1,0
5,2,4,1,9,12,7,4,3.6363636363636362,0,1,0,0
1,342,1761,4279,7243,11079,11695,11410,0.41153513589306157,0,0,1,0
6,154,390,948,1495,1112,1149,1815,0.41134901381710787,0,0,0,1
7,3374,3973,10138,1000,10717,16380,8244,0.3918880263560233,0,0,1,0
5,36,29,104,35,189,199,94,0.27857829010566765,0,0,1,0
6,21,19,31,42,86,112,56,0.6109324758842444,0,0,1,0
6,15029,26137,60913,20949,65584,109152,72235,0.42908668250343523,0,0,1,0
4,2457,9895,24373,52914,59369,55855,65349,0.4059803635975728,0,0,0,1
2,281,629,1689,1691,2761,2849,2050,0.3723876620685572,0,0,1,0
7,1686,2827,6744,6324,10490,11012,10761,0.41918121024302724,0,0,1,0
9,3759,6471,17361,18668,45636,43826,26246,0.3727298385470967,0,1,0,0
5,4,7,14,15,25,40,24,0.49645390070921985,0,0,1,0
1,607,3239,7740,15935,17311,16932,20480,0.4184700456066459,0,0,0,1
1,573,3014,7414,14735,17067,17122,19079,0.4065227067344654,0,0,0,1
5,1,1,1,0,2,1,0,0.9090909090909091,0,1,0,0
8,954,3222,10792,1138,23845,27750,4239,0.2985517183865976,0,0,1,0
2,239,384,989,1288,1142,1211,1569,0.38823172581134363,0,0,0,1
1,1325,7503,18333,35140,48380,46367,44442,0.4092597542150537,0,1,0,0
2,126,249,566,807,1421,1523,1382,0.43985161632220454,0,0,1,0
1,510,2360,5900,8803,14401,13604,12128,0.3999932204538906,0,1,0,0
8,829,2082,5844,5076,14620,15211,5914,0.35625673756438114,0,0,1,0
8,1282,5896,18657,6802,41914,47253,13374,0.3160191026472496,0,0,1,0
5,3,7,7,7,19,22,15,0.9859154929577465,0,0,1,0
9,7499,9623,25667,9184,40062,45803,21260,0.3749157481756802,0,0,1,0
6,2,0,7,0,5,9,2,0.0,0,0,1,0
6,25,55,64,170,244,211,190,0.858034321372855,0,1,0,0
6,58,68,174,73,294,293,118,0.39058012636415856,0,1,0,0
2,874,3413,8129,13968,20067,17682,21689,0.4198496758558758,0,0,0,1
1,221,758,1958,2876,3456,3287,3696,0.3871099535263776,0,0,0,1
1,315,1538,3659,5758,9696,9052,8127,0.4203219370883551,0,1,0,0
2,2630,14906,35998,91268,101750,92200,94175,0.41407740964106443,0,1,0,0
5,3,1,9,1,18,14,0,0.10989010989010989,0,1,0,0
1,564,3530,8242,18161,21259,19286,24586,0.428288906953325,0,0,0,1
3,96,141,471,92,840,1066,235,0.2992995117809382,0,0,1,0
1,447,2713,6555,14801,16049,14981,20017,0.41387621851687995,0,0,0,1
1,285,648,1711,2217,4184,4471,2965,0.3787037578166092,0,0,1,0
8,258,1533,3836,7515,8676,7843,9722,0.3996246187534215,0,0,0,1
1,382,2295,5887,7338,11295,12851,12372,0.38983540282991624,0,0,1,0
5,2,1,3,0,2,5,6,0.3225806451612903,0,0,0,1
9,9757,15012,45735,34607,106326,94507,48715,0.32823804911326315,0,1,0,0
6,7,18,51,1,51,53,10,0.3522504892367906,0,0,1,0
6,231,640,1474,1746,2125,2088,2697,0.4341632182348552,0,0,0,1
2,2011,9001,22455,28283,40044,45754,50387,0.4008443516172273,0,0,0,1
6,13,11,34,20,59,25,43,0.3225806451612903,0,1,0,0
1,816,2329,6096,7973,15022,14870,13835,0.3820475385902462,0,1,0,0
6,2,0,4,7,11,6,1,0.0,0,1,0,0
8,1011,1761,5533,1868,10726,11979,3534,0.3182664329218702,0,0,1,0
1,87,275,781,508,1188,1253,908,0.3520675969786199,0,0,1,0
7,499,1677,4304,2591,10605,8559,3449,0.389628493761762,0,1,0,0
9,987,3858,9316,21579,22793,18369,22830,0.4141217891607003,0,0,0,1
2,188,565,1898,732,3574,2934,1615,0.2976660871397714,0,1,0,0
9,1805,5705,14362,21246,35004,33611,29079,0.39722603240473187,0,1,0,0
6,70,157,380,424,563,507,633,0.4130491975795843,0,0,0,1
6,72,78,165,101,140,189,186,0.47244094488188976,0,0,1,0
5,1,0,3,4,14,12,1,0.0,0,1,0,0
3,10,7,31,4,33,57,35,0.22508038585209003,0,0,1,0
3,1667,6873,17503,34177,39621,36853,40972,0.39267329787294825,0,0,0,1
8,20,44,104,247,332,310,218,0.4226705091258406,0,1,0,0
5,11,13,24,20,9,13,20,0.5394190871369294,1,0,0,0
2,1234,3876,10325,12126,23719,22460,19611,0.3753958799430514,0,1,0,0
6,37,27,87,118,239,244,178,0.30998851894374285,0,0,1,0
5,9,5,20,3,27,26,8,0.24875621890547261,0,1,0,0
1,2647,5494,13288,9377,16699,21744,23377,0.4134526380746683,0,0,0,1
1,211,519,1319,1930,3017,2878,2252,0.3934500795997271,0,1,0,0
2,422,3474,8324,19406,22892,23132,26270,0.41734241539625905,0,0,0,1
1,5482,13526,34010,44094,57402,61743,68730,0.39770538751723755,0,0,0,1
2,7541,14810,44810,1845,61145,74090,30732,0.330505845780304,0,0,1,0
1,198,1570,3933,7933,9822,9952,11267,0.3991762223182731,0,0,0,1
1,71,548,1326,1877,2796,2785,3090,0.41324183696553807,0,0,0,1
1,263,2242,5399,10447,13880,13402,15624,0.41525439425089367,0,0,0,1
2,802,1014,2600,322,2492,4062,1149,0.3899850005769009,0,0,1,0
2,2147,8452,25204,2437,47960,69000,37602,0.33534226574247844,0,0,1,0
1,4920,9290,23847,25000,41033,44310,35107,0.3895651882199513,0,0,1,0
6,54,71,148,216,469,524,362,0.4794058068872384,0,0,1,0
6,8,5,21,13,56,66,21,0.23696682464454974,0,0,1,0
6,41,93,268,279,846,699,430,0.3468854904886236,0,1,0,0
1,606,1578,4010,4654,8082,8598,8123,0.39350639634921825,0,0,1,0
2,1328,10172,25452,52385,69483,61284,64177,0.39965268091827394,0,1,0,0
4,188,277,837,333,1605,1514,488,0.33090431250746627,0,1,0,0
4,7494,10772,26665,22304,43789,43198,29354,0.4039737334568406,0,1,0,0
1,640,3813,8991,18284,24129,24425,25384,0.4240860406401886,0,0,0,1
2,549,1785,4952,4243,11166,10722,6936,0.36045314109165805,0,1,0,0
7,73,71,193,116,267,258,176,0.3676851372345935,0,1,0,0
6,2,2,4,0,8,13,7,0.48780487804878053,0,0,1,0
2,1159,4657,11895,10042,34044,29131,22872,0.39150574606350513,0,1,0,0
2,1072,3181,8046,12592,17364,19430,16883,0.3953468139844148,0,0,1,0
7,7920,20918,60657,19755,134012,169870,54465,0.34485657903196826,0,0,1,0
9,4980,10786,28645,41513,98588,96944,53144,0.37653909394625956,0,1,0,0
1,16,59,157,52,258,398,160,0.37555697008274985,0,0,1,0
7,8685,13313,35804,12477,57056,80322,37831,0.3718289246203647,0,0,1,0
6,345,1045,2845,560,4719,8012,5344,0.36729816175178376,0,0,1,0
7,454,941,2410,2592,4313,3734,1567,0.3904402306958218,0,1,0,0
6,186,214,452,270,622,782,555,0.473346604733466,0,0,1,0
1,1787,3620,9100,10884,19813,20737,17665,0.3977978263975121,0,0,1,0
6,431,972,2471,2412,3117,5421,5876,0.39334709238800536,0,0,0,1
2,378,906,2334,2883,2958,4114,6493,0.38815817659911744,0,0,0,1
3,353,1156,4152,196,10437,10344,839,0.27841333301221066,0,1,0,0
1,709,4255,9727,15534,24009,24930,24909,0.43743767412692375,0,0,1,0
7,10419,31763,90676,16387,215482,309040,96000,0.3502907601892891,0,0,1,0
7,838,4091,10034,17784,23475,21403,24235,0.40770970988927757,0,0,0,1
2,607,3300,8449,17582,23327,22347,21075,0.39057414399166773,0,1,0,0
6,5549,10874,26522,35429,46541,43001,47487,0.40999770003129465,0,0,0,1
1,1202,7370,17898,43775,43849,36226,52371,0.41177555159486207,0,0,0,1
2,330,1214,3761,2606,12511,7931,3451,0.3227779107176092,0,1,0,0
9,610,2679,7113,13281,17659,15601,15671,0.37662903656633534,0,1,0,0
3,379,1210,3061,6265,5418,6800,7769,0.3952827414981543,0,0,0,1
5,1,1,1,0,0,2,0,0.9090909090909091,0,0,1,0
8,2404,3542,10916,12402,23601,24310,16675,0.32447485823691613,0,0,1,0
1,566,3309,8033,11739,18925,19657,18039,0.41192067819397243,0,0,1,0
1,489,2402,5922,10867,13859,14070,15244,0.40559936509008626,0,0,0,1
8,617,682,2381,827,4314,4447,1203,0.2864222418210071,0,0,1,0
6,63,157,410,407,1100,1495,903,0.3828334552548159,0,0,1,0
1,552,3685,9078,18370,24919,23335,25736,0.4059219440191229,0,0,0,1
1,66,50,126,178,425,455,276,0.39651070578905634,0,0,1,0
1,78,455,1198,2295,2732,2925,2716,0.3797679659460813,0,0,1,0
1,526,3265,7787,15527,20700,20858,24054,0.4192831734535321,0,0,0,1
5,1124,2215,6128,4628,13293,13873,7577,0.3614497152461611,0,0,1,0
2,442,1871,4731,9572,12550,12508,12353,0.3954682843313394,0,1,0,0
8,996,3111,10401,2729,25069,28763,6321,0.29910297949255366,0,0,1,0
9,12990,17501,42954,34420,58541,66589,57008,0.4074349130816383,0,0,1,0
2,2573,3016,9206,2850,12534,14574,5632,0.3276088680331519,0,0,1,0
7,2443,3413,8310,3078,9910,15288,8363,0.41070504566732047,0,0,1,0
7,9550,19210,53196,8780,93044,135766,46519,0.3611166984045823,0,0,1,0
5,532,3798,9311,20291,27282,27707,27269,0.4079002480909882,0,0,1,0
9,6502,11794,36072,29203,97715,94527,40909,0.32695629031855644,0,1,0,0
2,231,235,632,31,670,940,383,0.3717766176237937,0,0,1,0
8,581,1591,4158,4297,7359,7933,6067,0.38262668045501547,0,0,1,0
5,2,2,2,2,5,1,2,0.9523809523809523,0,1,0,0
7,89,133,316,260,412,537,429,0.42075292628914895,0,0,1,0
4,80864,84718,215314,17348,166360,160545,82470,0.3934623882040238,0,1,0,0
8,1078,2576,8206,1518,16510,17496,3260,0.3139128209502687,0,0,1,0
1,731,3028,7369,13100,19792,21729,19867,0.4109049951825867,0,0,1,0
9,3588,7656,19207,24696,33244,36485,33567,0.3986026000801787,0,0,1,0
7,8651,19834,57031,10312,81629,148409,61834,0.34777516127165703,0,0,1,0
1,3092,8461,20921,14083,35977,46341,32366,0.40442424155517637,0,0,1,0
2,485,2822,6957,15224,18541,18471,17910,0.4056287821074873,0,1,0,0
1,752,4795,11443,25215,30898,30316,33512,0.41902980835612724,0,0,0,1
5,10,4,18,18,60,40,21,0.22099447513812154,0,1,0,0
4,644,1074,2822,2137,4279,4568,2809,0.3805676623790794,0,0,1,0
1,597,4735,11500,23517,32044,30393,31894,0.41173555012565105,0,1,0,0
5,431,1355,3481,1113,8022,7720,1849,0.38924477894918275,0,1,0,0
7,1987,3148,7582,6079,10886,13248,9885,0.41518840426794684,0,0,1,0
8,456,1487,3802,4680,8663,9045,7073,0.3910996554535651,0,0,1,0
5,41,53,157,140,243,249,185,0.33736473583704646,0,0,1,0
6,31,53,152,165,135,132,175,0.34845496383957925,0,0,0,1
6,59,88,217,205,293,276,248,0.4053431598341778,0,1,0,0
3,853,2894,10276,671,23232,29956,7109,0.28162435165091815,0,0,1,0
6,6,4,13,19,26,52,31,0.3053435114503817,0,0,1,0
2,265,327,983,171,1109,979,465,0.33262129996948425,0,1,0,0
8,5,2,9,3,16,15,6,0.21978021978021978,0,1,0,0
2,1840,4297,11637,809,17752,20746,6768,0.36925007089395123,0,0,1,0
2,218,300,872,576,1577,1628,1025,0.3439972480220158,0,0,1,0
2,1743,6744,16845,25693,36325,34820,36955,0.4003538120877882,0,0,0,1
1,1151,3836,11382,10764,27123,28646,15763,0.33702040923906834,0,0,1,0
6,314,1242,2956,3514,7146,8186,7099,0.42014816819458073,0,0,1,0
7,186,381,1084,458,2060,2564,815,0.3514435937644129,0,0,1,0
5,2,2,4,0,1,11,0,0.48780487804878053,0,0,1,0
1,86,118,272,252,539,565,418,0.43366409408305767,0,0,1,0
5,1,0,2,0,2,1,0,0.0,0,1,0,0
8,1508,4753,12895,15965,29766,31907,22544,0.3685896193127622,0,0,1,0
1,764,4958,11896,22894,29403,26903,31922,0.4167752456687486,0,0,0,1
2,1054,2788,8182,3746,13836,10713,6008,0.3407438188240183,0,1,0,0
1,423,1831,4472,6594,10958,11849,11507,0.40942733838688755,0,0,1,0
9,3363,9127,22419,36859,52942,53068,50602,0.4071082246834173,0,0,1,0
8,761,2391,8483,1943,20128,20970,3377,0.28185451073310464,0,0,1,0
9,1591,4278,11276,12963,28657,29382,20597,0.3793864900098438,0,0,1,0
1,78,98,223,311,559,520,398,0.4392649036306589,0,1,0,0
5,3161,4092,10847,21306,20208,18157,25940,0.3772436872528141,0,0,0,1
6,42,38,82,117,268,279,210,0.4628501827040195,0,0,1,0
2,730,1256,3166,2372,6251,5761,3519,0.3967025678279271,0,1,0,0
7,12004,19599,53666,27420,59788,105963,74718,0.3652026139406441,0,0,1,0
7,584,1729,4376,1719,12335,12872,2319,0.3951006604053838,0,0,1,0
2,365,1481,3627,6549,8792,9640,9132,0.4083151829285104,0,0,1,0
7,1072,2188,5746,1000,10567,13196,1952,0.3807800073093054,0,0,1,0
1,442,2464,5944,10600,13802,13947,15003,0.41452869231675105,0,0,0,1
9,870,4654,12081,18905,34289,31250,23931,0.3852298217877511,0,1,0,0
3,784,1722,5869,1754,10834,13449,3156,0.2934010325262817,0,0,1,0
5,1,0,2,0,0,7,0,0.0,0,0,1,0
6,1,0,3,0,7,5,1,0.0,0,1,0,0
1,184,212,616,158,694,831,312,0.3440999837688687,0,0,1,0
3,234,190,667,671,1441,1508,925,0.2848148703342827,0,0,1,0
3,55,42,154,48,161,94,34,0.27255029201817005,0,1,0,0
1,504,2792,6525,10497,17683,18026,16700,0.42788616266417373,0,0,1,0
6,58,116,263,293,427,382,436,0.4408969973394146,0,0,0,1
8,532,1999,6549,2672,18113,19332,4244,0.3052327800766517,0,0,1,0
5,3104,5718,14728,5947,19028,20537,12419,0.38823745085924183,0,0,1,0
7,2119,5481,15219,2954,41794,48373,5435,0.3601395614720976,0,0,1,0
2,349,1289,3297,5289,7401,10206,10077,0.3909496223954384,0,0,1,0
5,129,152,480,187,744,642,311,0.3166007081857946,0,1,0,0
6,32,37,81,48,88,135,74,0.45622688039457465,0,0,1,0
1,816,4498,10925,17340,29011,31728,28845,0.4117124786043148,0,0,1,0
7,1776,5975,15285,1395,32119,51755,5690,0.3909035596757627,0,0,1,0
3,52,149,403,94,1189,1413,466,0.3696353262217812,0,0,1,0
2,681,5072,12273,27035,31040,29090,32783,0.41326152316855563,0,0,0,1
8,23,20,82,16,95,147,44,0.243605359317905,0,0,1,0
3,712,1102,3365,1796,6250,6741,3220,0.32747912394876827,0,0,1,0
2,204,311,1055,110,1216,1984,1382,0.2947587906359587,0,0,1,0
2,1862,2913,8606,1426,11311,14502,5825,0.3384808449820476,0,0,1,0
9,2230,3084,10008,2209,21142,18068,4765,0.30815039817747625,0,1,0,0
7,108,437,1246,1406,3233,3081,1680,0.35069416579728757,0,1,0,0
3,795,1365,4155,2034,7763,9452,3514,0.3285119491708984,0,0,1,0
4,198,283,693,248,1136,988,428,0.408310489106911,0,1,0,0
3,13,18,29,23,36,40,46,0.6185567010309279,0,0,0,1
6,123,237,565,495,1007,1139,558,0.4193947973809945,0,0,1,0
2,279,827,2340,3191,5198,5401,5390,0.35340370069655147,0,0,1,0
6,114,531,1379,367,4005,3155,756,0.38503371764194044,0,1,0,0
1,451,2217,5539,7908,12707,13054,11545,0.4002455272517196,0,0,1,0
6,6,1,13,12,40,32,25,0.07633587786259542,0,1,0,0
9,6976,13776,42358,24165,113774,101675,34472,0.3252270522048912,0,1,0,0
3,1158,2942,10433,505,22683,23424,3054,0.2819871370925228,0,0,1,0
6,12,12,22,49,78,70,49,0.5429864253393665,0,1,0,0
3,109,318,1072,111,1892,2506,548,0.2966141218169947,0,0,1,0
6,14,25,53,97,212,180,92,0.4708097928436911,0,1,0,0
6,797,1146,3063,5475,8254,9425,7395,0.3741307825405635,0,0,1,0
7,12787,31835,64970,33714,91343,91093,80056,0.48999462829824797,0,1,0,0
3,58,374,936,1045,2764,2926,1086,0.399529964747356,0,0,1,0
7,415,807,2152,343,4367,6104,906,0.3749825751591469,0,0,1,0
5,18,13,33,27,18,32,35,0.39274924471299094,0,0,0,1
4,156,184,482,140,488,572,244,0.38166355527898777,0,0,1,0
2,5861,11075,29774,569,28990,25102,3358,0.37196758256336887,0,1,0,0
6,553,3749,8790,17243,20823,21516,24443,0.4265025426331896,0,0,0,1
6,4,1,10,19,9,8,5,0.09900990099009901,1,0,0,0
6,26,42,81,111,216,188,158,0.5178791615289766,0,1,0,0
7,1182,1443,3594,2015,4326,4556,3083,0.4014913330180017,0,0,1,0
8,112,218,752,147,1728,1456,341,0.2898550724637681,0,1,0,0
1,479,2802,6901,14065,18333,16729,19316,0.40602222834040946,0,0,0,1
7,1904,6362,16549,909,40470,55965,5076,0.38443178178873777,0,0,1,0
6,40,48,123,103,202,299,163,0.3899268887083672,0,0,1,0
1,1280,6220,15259,27709,35244,33637,40032,0.40762561356829696,0,0,0,1
2,613,2835,5796,1059,11419,10014,4619,0.4891219958247787,0,1,0,0
1,1247,8504,20510,46238,50813,46802,57857,0.41462498963925093,0,0,0,1
6,7,27,75,68,213,337,235,0.35952063914780297,0,0,1,0
8,179,379,958,1353,2029,1853,1895,0.39557457467905227,0,1,0,0
1,1349,6002,14577,30928,38139,36995,39353,0.41174170445424674,0,0,0,1
1,147,1061,2527,5765,5867,6127,7393,0.4198488385896878,0,0,0,1
9,961,2341,6653,7023,17887,17330,9736,0.35186604740647215,0,1,0,0
2,2569,13019,32134,50185,63356,57368,76766,0.40514593531482135,0,0,0,1
1,602,3762,9152,21627,23189,22358,27111,0.41105320090471037,0,0,0,1
1,1250,3811,9375,17786,21992,24705,23793,0.40650233064180646,0,0,1,0
8,80,263,718,784,1016,1607,1061,0.3662442556746971,0,0,1,0
2,949,1304,3663,3019,5700,6365,4665,0.35598263765662963,0,0,1,0
2,940,3732,9092,13868,17314,17209,20852,0.4104662289240109,0,0,0,1
6,2,3,2,0,6,4,8,1.4285714285714286,0,0,0,1
5,46,40,61,107,178,227,171,0.6546644844517184,0,0,1,0
4,29101,25494,57669,15373,46294,66429,33939,0.44207383156664487,0,0,1,0
1,166,862,2277,4960,4443,5111,6077,0.37855166659347417,0,0,0,1
1,712,3647,9087,18149,23083,24853,22680,0.4013381606893288,0,0,1,0
2,273,552,1363,1111,2989,3321,2562,0.4049592839850341,0,0,1,0
2,8,6,13,15,32,29,24,0.4580152671755725,0,1,0,0
1,2431,7607,19093,34746,41420,44945,47256,0.39841618176199783,0,0,0,1
1,972,5539,13506,29138,35594,34480,36851,0.41011098688740644,0,0,0,1
6,1632,1707,4985,569,3931,4798,2131,0.34242041283023406,0,0,1,0
5,22,25,35,28,68,64,33,0.7122507122507122,0,1,0,0
2,183,241,563,585,1107,1061,838,0.4279879239921861,0,1,0,0
9,2954,6187,16152,11228,35940,45455,20291,0.3830461673714254,0,0,1,0
8,313,324,1102,237,1298,1279,452,0.2939842119589874,0,1,0,0
1,1787,6681,16298,30726,38163,40417,42520,0.40992508329191746,0,0,0,1
2,4910,8634,26579,1810,36100,34769,9918,0.32484169892885767,0,1,0,0
5,10,6,16,12,9,16,8,0.37267080745341613,0,0,1,0
4,381,2778,6772,15489,17032,14788,18924,0.41021248947889133,0,0,0,1
1,43,82,205,87,243,208,160,0.3998049731838128,0,1,0,0
6,1092,4479,10946,17021,26378,26577,25714,0.40918683366678543,0,0,1,0
6,148,135,352,64,323,362,284,0.38341380289690424,0,0,1,0
1,547,3616,8508,15350,21695,21419,23780,0.4250067582656527,0,0,0,1
1,429,2117,5209,6672,10519,9940,10190,0.40640417730510064,0,1,0,0
1,3067,9548,23471,39548,47991,47424,51512,0.40679814750906435,0,0,0,1
1,85,496,1234,2864,3408,3499,3763,0.4019123247710883,0,0,0,1
8,826,1339,3839,2525,7726,8132,3941,0.3487796618999245,0,0,1,0
7,452,1226,3120,465,6105,8858,1269,0.39293612384218457,0,0,1,0
8,822,3675,9317,17254,24411,23374,20267,0.39443603696429147,0,1,0,0
5,709,1001,2401,722,1687,1943,1454,0.4168922577152139,0,0,1,0
7,30581,45355,109353,12703,129583,274745,133403,0.41475733198235804,0,0,1,0
1,100,1187,2803,6376,8646,8001,8902,0.42345974100103456,0,0,0,1
7,2821,3970,8928,1629,10957,14273,7213,0.4446634782316506,0,0,1,0
2,1295,2003,6063,2913,9375,9112,4212,0.33035905724794246,0,1,0,0
7,6181,13893,36530,30852,61832,79332,55945,0.38031650611413603,0,0,1,0
1,3254,16754,41392,81977,106794,100779,99386,0.4047632277656848,0,1,0,0
2,2134,4892,14100,8332,20992,21193,14882,0.34694789398656745,0,0,1,0
1,505,3019,7178,8896,16498,16556,14997,0.42058483442693745,0,0,1,0
8,288,556,1633,666,2612,2677,905,0.3404567999510134,0,0,1,0
6,142,190,541,502,781,783,599,0.3511365736462761,0,0,1,0
4,5997,6007,15263,3206,15120,19115,7627,0.3935635617928206,0,0,1,0
9,3329,7893,22865,19275,64183,56546,25668,0.3451985777451225,0,1,0,0
6,4505,7626,19014,18213,34051,41001,33788,0.4010707843126943,0,0,1,0
3,702,887,2639,482,4543,5141,1546,0.3360994278352469,0,0,1,0
1,1895,6853,20677,15942,49881,64707,27673,0.331429455774746,0,0,1,0
4,9591,15907,42721,12075,56190,68090,36718,0.3723452813715003,0,0,1,0
6,3,5,4,0,23,17,18,1.2195121951219514,0,1,0,0
4,161,818,2054,3817,5565,5660,4879,0.39822793437515214,0,0,1,0
